1045314314|"SPACE PATROL TRADING CARD-SOLAR DISINTEGRATOR"|$10.00
1045317455|"Early Square Decanter - Open Pontil - Stopper"|$7.00
1045321693|"TRAVEL BAG~ LEATHER~ WITH ALOT OF POCKETS"|$20.00
1045321773|"Texas A&M Aggies Lidded Ceramic Shot"|$12.95
1045324904|"FDNY NEW YORK CITY FIRE DEPT RESCUE 1 SHIRT S"|$15.00
1045327231|"Cat's Meow HISTORICAL MUSEUM PINE"|$4.99
1045330340|"New Thomas Kinkade Journal "End of a Perfect"|$11.95
1045333202|"4 OLD METAL COOKIE CUTTERS/CHICKENS/CHICKS"|$5.00
1045336733|"3- 1995 DREAMSICLES FIGURENES. NR PAYPAL"|$9.99
1045341043|"teenage mutant TURTLES 1983. GRAFIK NOVEL"|$14.00
1045341232|"Hallmark - BAITSHOP WITH BOAT - Pressed Tin"|$14.50
1045341471|"Frog Knife Rest Qty 1 (Pewter)"|$10.00
1045344452|"Gold Digger #30- Fred Perry, Manga, Furry!"|$1.25
1045345929|"Vintage Metal Christmas Cookie Cutter(4)"|$4.50
1045346056|"Vintage kitchen Lot"|$8.00
1045346859|"Estate sale find Diamond Willow Corkscrew"|$5.99
1045347222|"CWU-45P FLIGHT JACKET W/USN VF-103 INSIGNIA"|$174.99
1045348061|"Buffy Season 1 - A3 - Autograph Card - Willow"|$555.02
1045350187|"Lladro German Shepherd Dog & Pups #6454 Ret."|$469.00
1045350419|"Lladro Squirrel Love (Set of 2 figures) Ret."|$369.00
1045351274|"Darling Jewish BRIDE &GROOM Celebration Plate"|$21.00
1045351627|"Mary Moo Moo - Cute DENTIST Cow"|$7.99
1045351652|"Lladro Dog & Tom Sawyer #12238 Ret. NR"|$369.00
1045351826|"Superman 183 & 217 80 pg giants VG-FN"|$6.99
1045354249|"STARWARS NUMBER 6 1977 MARVEL COMICS F/G"|$0.50
1045358739|"SIRIUS DRAMA - LINSNER 1ST PRINT"|$1.25
1045360853|"Avon Snuggly Mouse Candle Holder W/ Box 1983"|$1.50
1045361037|"Silverplated Renaissance design egg cup"|$9.99
1045363331|"Homco Circle of Friends FigurineTaste And See"|$4.25
1045365342|"Dark Green!! Atlas Strong Shoulder Mason"|$9.99
1045365533|"Precious Moments 1993 BUNDLES OF JOY"|$24.99
1045367953|"SV 'Early Morning Delivery' NIB N/R"|$14.95
1045372296|"Hilltop Farms Milk Bottle Peckville Pa."|$5.00
1045372371|"Irene Spencer HUG ME plate on Fairmont - N/R"|$7.99
1045380204|"1888 Receipt Paxton Gallagher Omaha"|$5.97
1045382014|"Avon Spring & Summer Eggs (1984)"|$6.00
1045384231|"Avon Ruby Red Cape Cod 2 Cordial Stems"|$9.99
1045385330|"BOOK: Longaberger, An American Tradition NICE"|$19.75
1045387051|"DALMATION PORCELAIN BOTTLE STOPPER"|$5.00
1045388760|"Precious Moments Star Morning Enesco Box Mint"|$8.50
1045390166|"* PARK BENCHS (2) * Dept 56 Snow Village"|$3.95
1045393477|"CHAMPIONS # 6 MARVEL RAMPAGE STRIKES PART 2!!"|$1.00
1045394164|"Gold Key: Bonanza 31"|$5.50
1045399008|"Maud Earl's Beagle Print"|$9.99
1045404382|"Hallmark Classic American Car 1966 Mustang"|$24.99
1045405868|"CHERISHED TEDDIES CANADIAN BOY HINGED BOX"|$0.55
1045406109|"HOLLY & IVY POSTERN GATE HOUSE CHRISTMAS BELL"|$40.00
1045406821|"OLD BANDED YELLOW WARE Yellowware Bowl-LARGE"|$45.00
1045407232|"AMAZING SPIDER-MAN 66 Good"|$2.25
1045411293|"Charming Tails~REGINALD'S NEWS STAND #87591"|$9.00
1045411403|"ANGEL COOKIE JARS/JAR (DEVINE)"|$24.95
1045413526|"HALLMARK ADOBE CHURCH 2000 3RD MAGIC"|$8.95
1045413825|"RETRO KITCHEN: SEARS CHROME BEEHIVE BLENDER"|$49.99
1045415692|"Collectible Cat Plate - Adorable Kittens"|$9.00
1045416099|"1944 pinup girls tatoos original display"|$9.99
1045416950|"'99 1949 Cadillac Coupe deVille BIN $9.99"|$8.99
1045419344|"KAMAGURKA/SEELE-Cowboy Henk-scarce OOP book"|$9.99
1045421406|"2 DREAMSICLES 10679 AND 10272 NO RESERVE"|$7.99
1045422574|"Pepsi bottle salt and pepper shakers"|$6.52
1045425068|"*Mary's Moo MNew* dairy queen tasty treats"|$14.99
1045425542|"West Germany Beer Stein"|$5.00
1045425917|"Civil War"MONITOR ON JAMES RIVER" 1912 Print*"|$4.99
1045431640|"Hallmark Ornament MR. POTATO HEAD Top Spud"|$6.99
1045433256|"VINTAGE GREEK KEY DECO LINEN TABLECLOTH N/R!!"|$0.99
1045438020|"Longaberger Ret APRON Traditional Holly MINT"|$30.00
1045438202|"DEPT 56 NP - SLEIGH AND TINY REINDEER S/5"|$21.00
1045438837|"Precious Moments Cane You Join Us...MIB"|$18.50
1045443230|"PRETTY AS A PICTURE, LIFE'S BEST GIFTS"|$12.99
1045447604|"BATTLESTAR GALACTICA Comic Book #1"|$3.00
1045449303|"NEW~~SET/6 FRUIT GLASS SWIZZLE/STIR STICKS"|$7.50
1045452503|"DEPT 56 HV - FARM ANIMALS S/8"|$17.00
1045453249|"Enesco PM June Hopechest with birthstone NMIB"|$16.50
1045456564|"Elsmore KS Kansas 1895 High School Graduation"|$5.99
1045456771|"Lot of 2 TARZAN #180 & #187 Gold Key 1968/69"|$7.75
1045460719|"14-Hallmark Classic cars 91 to 02 + 3 BONUS"|$102.50
1045461511|"PEP COMICS #272 BRONZE AGE"|$1.00
1045462001|"Hallmark The Secret Garden Hardback $2.50 PP"|$1.00
1045463362|"Precious Moments Figurine ~ My True Love"|$14.99
1045464047|"Precious Moments Figurine ~ Perfect Day"|$14.99
1045468095|"Wonderful Life/By Light of Moon/Plate #3"|$24.99
1045468544|"Gooseberry Patch Measuring Spoons~Pinch~Dash~"|$4.25
1045468872|"SCOOBY DOO with HAMBURGER SALT & PEPPER SET"|$9.75
1045471787|"DAVIS EMBOSSED OPEN PONTIL MEDICINE BOTTLE"|$14.95
1045473268|"Police Action #3 (1975) Mike Ploog"|$2.00
1045473347|"Wulf #3 (1975) Great Cover"|$2.00
1045477459|"MINT NEW TUPPERWARE HUNTER GREEN 2PCS."|$3.99
1045477615|"HALMARK ORNAMENT SIXTH KIDDIE CAR CLASSICS"|$4.50
1045478180|"SWAROVSKI 2000 Christmas Star Ornament"|$34.00
1045478376|"Avon 1970's English Provincial Charisma Oil"|$1.99
1045480931|"SCALE,FOOD,POSTAL,ETC /GRAMS/ OUNCES - NEW"|$2.49
1045480969|"DISNEY PINOCCHIO COOKIE JAR - FAST SHIPPING!"|$32.95
1045481175|"Kull #1 (1971) REH / Wood"|$2.00
1045481434|"HALLMARK SWISS CHEESE ORNAMENT 1984"|$9.99
1045481868|"Sword Of Sorcery #3 (1973) Kaluta / Chaykin"|$2.00
1045481985|"Vintage Southwestern Designed S&P Shakers/NR"|$4.99
1045483038|"DEPT 56 DV - PAR FOR THE COURSE S/3"|$14.00
1045483617|"Charming Tails~Teamwork Helps!"|$12.00
1045485650|"ALUMINUM - SAUCY MELTER w/ ORIGINAL BOX"|$4.99
1045486382|"Sweatshirt Fire Dept. F.D.N.Y. Shirt Lg fdny"|$18.00
1045486995|"PRECIOUS MOMENTS PORCELAIN CROSS-Enesco"|$2.00
1045488593|"LUCY & ME AS "HARPO MARX""|$8.99
1045489344|"THE ROCKETEER GN by Dave Stevens 1st ed"|$1.00
1045491776|"ALFA ROMEO 164 HIGH PERFORMANCE LUXURY AD"|$4.95
1045493359|"BEAUTIFUL APPLE BASKET COOKIE JAR JARS NEW"|$18.99
1045493882|"XENA Season 6 TRADING CARD SET **NEW**"|$3.95
1045493963|"STAR WARS INFINITIES 3 4 What if"|$10.00
1045494090|"Fitz Floyd Pumpkin Eggplant Salt Pepper"|$21.95
1045494393|"Charming Tails~Flights of Fancy Orn"|$19.95
1045495205|"AVON THREE WONDERFUL AVON ITEMS"|$1.99
1045495328|"Pair Chef Pie Birds 1 Black And 1 White CUTE"|$14.99
1045504133|"AMAZING SPIDER-MAN #80 Chameleon Buscema1970"|$22.95
1045504875|"Tomb of Dracula #15 VF NR :WOW:"|$7.99
1045505212|"WINGS#120-Fiction House,1953 Nice Cover"|$14.99
1045508755|"Goebel Christmas Morning $250srp Looney Tunes"|$84.99
1045510294|"AVENGERS #61 Vision, Black Panther, Wasp 1969"|$14.95
1045512636|"MIX N STORE PLUS PITCHER PLUS BONUS !!!!!!"|$3.25
1045516588|"LEFTON "THOMAS POINT" LIGHTHOUSE"|$9.99
1045516919|"CUTE TEA SHOP HOUSE SHAPED TEAPOT TEA POT MIP"|$7.99
1045520156|"INDEPENDENT LIFE INS. CO. HYGEIA BABY BOTTLE"|$6.00
1045521656|"Awesome Apple Napkin Rings new in box"|$3.99
1045522967|"Dept 56~Tending the New Calves-set/3 Retired!"|$24.95
1045523926|"Popiels Veg-O-Matic II"|$10.00
1045524027|"**SHERWOOD FOREST COLLECTION**DAVID WINTER***"|$177.50
1045533758|"CVS MISFIT SAM THE SNOWMAN ENESCO ORNAMENT"|$2.49
1045535889|"50's Salt and Pepper Set Red tops"|$3.00
1045541095|"Pretty As A Picture - -Ltd Edition Nativity"|$61.00
1045543530|"LUCY AND ME BEARS HOLDING PICTURE FRAME - MIB"|$4.99
1045546047|"Ceramic GRAPES TEAPOT Kitchen Wall Plaque"|$5.00
1045548723|"HUM 21/0 Heavenly Angel Tmk 6"|$32.00
1045551724|"DEP.56 SNOWBABIES I SEE YOU"|$22.50
1045553108|"Longaberger (2) Holly Mugs - Brand New"|$8.50
1045556104|"MILK BOTTLE - LEONARD'S DAIRY - NEW YORK"|$9.99
1045556364|"2 Precious Moments Fan Pulls ! CUTE!!"|$8.00
